kata_tolaki,arti_indonesia,kalimat_tolaki,kalimat_indonesia
ihawi,kemarin,i ali - monggaa kinaa,kemarin Ali makan nasi
ihi,isi,dadio - no nggiro 'o wanggolo,ubi kayu itu banyak isinya
ihiro,mereka,- laa monggaa,mereka
ihiro,doworo beliau,- nggo mebinda mbeleesu,beliau akan berangkat
"i'ia, umi'ia",menangis,mbakoe au laa -,mengapa engkau menangis?
ika,ikan,- no o wose,ikannya besar
ikaa,akan,aku - -mopateka,saya
akan,membunuh engkau,,
akuikaa,say a akan,- tumondariko,saya akan menyusul engkau
ikaa,juga,akuumaloko,sayajuga
ikaa,hanya,o ruo - anano,hanya dua anaknya
asoikaa,hanya satu,o - wukuno lai'ikaa poi-poindi'i,hanya satu
ikaa,masih,laao woha,"masih ada beras 5ikaa saja: inggo - pinerahi-rahingu, hanya kau yang saya harapkan"
"ikaa, arinoikaa sesudah",selesai,saa - sumaru 'ikehero inipino,"sesudah selesai mereka ceritakan miml·k· di k di -· aro, e"
ikiro,di situ,inae - motidu,siapa yang bertinju di situ?
ikitu,di situ,- poi:mo tepopowula,"(di situ tinggalnya berbulan-bulan), dia tinggal di situ berbulan"
ikono,"untung, mujur",- nggonoanggee,untung kalau kena
iku,ekor,iee poindii - ngginikuno,"ia memegang ekor kerbaunya i1a hilang: - ito sarunggano, sudah"
"ilaro, anailarono anak",bayinya,nggiro'o i hindiano -,isi perutnya
I,lambedalu bermusuhan,konia otueno - mowaikaa o dosa,tidak ada gunanya bermusuhan hanya mem
I,latuanda nama orang laki-laki,amana - mate ito,ayah si La Tuanda
iliwua,sulung,ana -,anak sulung
"ilo, meilo",jauh,kambo tarinate dahu,kampung Ternate jauh se
imbe,di mana,- lahamu,di mana
ina,ibu,- nggu mate ito,ibuku telah meninggal
anopeinaanggu,lalu saya beribu,- kei Wetudai,lalu saya beribu kepada Wetudai
anopeinaanggu,dan saya beribu,- kei wetudai,dan saya beribu ke·
inae,siapa,- i kita mo'ia,siapa tinggal di sana?
inana,anyam,laeto mo'ia ano opunggo - no,dia tinggal habilah an
inanaae,ibu jari,- no kamba,ibu
lnuiako,bengkalai,indio taata hori ari tamono -,pek-erjaan yang belum selesai dinamai bengkalai
lna'u,turun,lakanoto i batulu - dumoa'i laa'i kaa salanggoano,kemudian batulu turon menghitungnya tapi masih salah hi tung
"inau, anoinau supaya",ke sana,- pe' ula i pu'u-ndawano uewai,"supaya ke sana, naik di daun pohon rotan kecil"
ina,undo ke sanalah,- alei,ke sana
inda,utang,ro leu onggo mowada -,mereka datang akan mem
"indi, umindi'i",memegang,nilakono - tina i manu-manuru,dia lalu memegang perempuan i Manu-manuru
"indio, m-indio bekerja",(mereka),dadio toono etai lako -,banyak orang mengetahui mereka pergi bekerja
"indiro, meindiro",memegangnya,laulauno - langsung memegangnya,
indo,sayang,ana rumbuino no - dahu,dia sayang sekali anak bung
ingoni,tadi,i bio merehu-rehu keni,Bio duduk tadi di sini
lngonika,baru tadi,- no amha motasu,"baru tadi dia akan fnaami karni:- /ako meronga-ronga,"
inggito,kita,- nilanggu karana to pomboponini,kita dipukul karena
inggomiu,"kamu, tuan",inae pera -,
inggo'o,1 anda,/anggu opioau/ako,"pukul berapa Alida berangkat? 2 kamu, kau: nggo - iee,"
line,di,o lirrw pekambo mesida leu tekonggo 'o,lima penduduk kampung rajin datang di pesta
ine,kepada,anandonia'ako rrbetotoa - /uale tetelalo,pemuda-pemuda memandang kepada gadis yang lewat
lnea,pinang,- rrwngoru,pinang
ineawi,"tuak, nira",- inolino i ina,
inehe,hilang,i bio sumua'i hapo-hapo i -,Bio mendapat barang-barang yang hilang
ine-ineheno,yang diingini,- nokaa /ako iki romune,keinginannya pergi ke sana
ineheno,idaman,luale momahe - langgai,gadis cantik idamana laki
inembue,nenek,golo-golo ari - no,
linipia,kapan,- au leu doki,kapan kamu datang?
inipua,kemarin dulu,- ihiro mondene o wuta,kemarin dulu mereka
lno,(,:niino) ini: te'embekee - ano rrwssa,kauapakan ini sehingga
inono,ini,- kadera keto telotu kareno,kursi ini akan patah kakinya
inotu,"rawa, danau",tolako rrwrako o wete i -,mari kita pergi menangkap ikan di rawa (danau)
inu,minum,- ito inggo'o,minumlah kamu!
inu-inui,minum-minum,hia-hia ku - keno tanio golano,saya cobacoba minum-minum kalau tidak ada gulanya
"io, mio",jemih,- mena i woino ahua nggineke,air sumurku jemih se
iol-oloho,nama kampung,kambo - morome dahu,"kampung Olo-ololpi mimpi: onopo - bosa, dia mimpi lipo lebih: meambokumbule mbiha, lebih baik saya pulang saja"
ipo,saja,ie - leu,dia saja datang
ipue,nenek,- motuo ito,nenek su
"iaa, mo'isa",menetes,woi matano -,
air,matanya menetes,mo'isa jatuh: o hapo sabano ano -,apa sebabnya dia jatuh?
isi,lagi,iee laaipo ehe -,ia masih mau lagi
isiipo,lagi,tuhani - teesi,tambah
isilamu,Islan,banggonanggu dadio -,"temanku banyak yang Islam lao, moiso tidur"
isue,alat penyedok sayur,lako alei - memeambo,pergi arnbil penyedok sayur yang bagus
"ita, meita",tinggi,- ako nggiro 'o o'osu,tinggi sekali gunung itu
I,tina nama orang,wonuano -,kam
ito,"sudah, telah",laa - i laikano togono · nggirogo,orang itu sudah
ada,di rumahnya,,
arl,ito sudah,- tepuli,sudah ter
itokaa,sudah,- posue auki mobunggo,sudah kamu menjahit nanti
itoo,juga,- nggu etai mewanggu,saya ikut juga memukul
"iuhu, anaiuhuno anak",bungsunya,meohaki mbenao meohawa'i -,sakit hatinya mengingat anak
iwaano,wajar,maa inae po keno konite -,"ya, siapa lagi kalau tiada"
iwoi,air,- laatelalo ari tudu o usa,air sedang banjir (karena) habis turun hujan
aiwoi,di air,meruku i - berjalan,
iwono,dia,- tano ari mebano,dia
"kaa, monggaa","memakan, makan",i ali ihawi - kinaa ikeni,Ali makan nasi kemarin di siili
kan,ikan,panggaaro tempat makan,
kumaa,memakan,au onggotoi bepano haimu,nanti kamu mema
kan,kue adikmu,,
kumaa'i,dimakan,"no alei kumiliti'i ano """""": ia ambil",dikulitinya lalu dimakannya
aiponggaa,supaya makan,- kinaa mesiu,supaya makan-makanan harum
anoponggaa,dia makan,anoale humunggui'i -,dia ambillalu dibukanya dan dia makan
anoponggaa,lalau dia makan,- sabutuno tekihori motu 'o oleo,"lalu dia makan, tepat rembang matahari"
kaa,saja,inggoo to - iamoto inaku,"engkau saja, tidak usah saya"
asotokaa,satu saja,opende'eni' aro te'eni,mereka sama-sama mengatakan satu saja perkataan
kaaka,kakak,- no leu ari i wonua,kakaknya datang dari lcimpung
kaasi,kasihan,.:._ inano,kasihan ibu
kabi,pancing,- nggu,pancingku
kumabi,memancing,i bio - i aalaa,Bio memancing di sungai
kabusa,cebok,- 'ito,ceboklah dia
kumabusa'i,menceboki,i aliha- · ino,Ali menceboki adiknya
kadera,kursi,- ue,kursi rotan
"kado, menggadoi",mengakui,inae tumenako au -,siapa menyunlh
kadoi,panggil,- to i ani,
kadu,cukup,- ito sangganggu,sudah cukup persiapanku
anokadu,supaya cukup,- o pitu o wingi,supaya cukup tujuh rna- .. lam
aukaduakoki,supaya cukup,autitiri'iki kinaamu - i tolu o wula,engkau hematkan makananinu supaya cukup untuk tiga bulan
kadu-kadu,pundi-pundi,- doi,pun
kadue,anoa,owose ipo - anoamba ohada,"lebih besar anoa daripada lkaduito sungguh: toano nggiro'o - no kawasa, orang itu sungguh 2k8duito sangat"
kae,tangan,pele -,telapak tangan
kai,kain,- balatu· meambo niowai paalua,kain belacu baik dibuat ban tal
"ka'i, peka'i",bercabang,pu 'unggasu nggiro'oo ruo,pohon kayu itu
"kala, mokala","Iebar-lebar, besar-besar",o pundi nggiro'o meendawa -,pisang itu berdaun Iebar-lebar.
kalabaria,parang besar,umbe - nggu,di mana parang besarku?
kalasi,kelas,eha-ehano no peeka -,dia senang naik kelas
"kale, kale-kale",biak,teopo -,ber
kembang,biak,biakkan: resono onggo - kolele piniara i daerah poopa nonio haselono,usahanya untuk membiakkan temak di daerah itu belum
kale-kale,gelang,- no ari ne salaka,gelangnya terbuat dari perak
"kalendo, mekalondo",mengapung,banggano -,"perahunya mengakaleno, tekalenokaa begitu berhamburan: - onggaa arombelako, begitu siang mereka Jangsung pergi"
kali,Jempar,ku - kee kasai,saya Jempar dengan tombak bermata tiga
kumalii,melempar,inaku - taipa lakoroto rumurui,saya melempar mangga lalu mereka memungutnya
kinali,dilempar,taa no tembimbiro matano no -: tidak herkedip,
kali,huang,akupekalinggoo,saya huang engkau
"kalia, mekalia",bergantian,- modagai,
"kalihi, monggalihi",menggali,iaa - ahua,sedang menggali sumur
kumalihi'i,menggali,inae - ahua ikiro mune,siapa menggali sumur
kalo,rotan yang dilingkarkan,amanggu laa mawayi o -,ayahku yang menyimpan rotan yang dilingkar
"kalondo, tekalondo",terapung,banggano -,perahunya terapung
"kalu, mokalu",keriting,wuuno,
kamara,kamar,- no o wose onga meambo,kamamya besar dan
kamba,bengkak,kaeno -,tangannya bengkak
kamba,bopeng,Iaino kokamba,mu
kambDi,karung,- woha,karung
kombisi,pipi,no kukutiikee - no ri buena,dia mencuhit pipi cucunya
kambo,kampung,ibawi no leu i -,dia datang di kampung kemarin
"kambo, pakambo",penduduk,o pitu - mesida leu ine tekonggoa,tujuh penduduk rajin datang di pes
kambuka,ijuk,- nde newai posikuti,ijuk sering dihuat sapu
kamina,paling,ananggu - telari,"kanda, mokanda-kanda berdebar-dehar: hulenggu -, jantungku her"
kandao,sabit,poindikona le'esu nggu,pegang dulu sabitku
kandoro,kantor,dadio ito to'ono laa onggo mbeleu mbeindio i -,sudah banyak orang yang datang
"kangga, o kangga",laba-laba,- morako oaso buroto,laba-laba me
kangganggalu,kelajengking,manuno mombandu - ingoni mooru-oru,
"kapa, o. kapa",kapas,kawu-kawu tonga - nopupui i ali,kapuk dan
"kapa, mokapa",tebal,- ako badamu,
kapaea,pepaya,- nggiro'o o wose,
kapala,kapal,- lumaa i laandoe,kapal terbang di angkasa
kapara,baki,ine -,di baki
"kapu, o kapu",beringin,puu nggapu · nggiro'o meito,pohon beringin itu
"kaputi, ponggaputi",pengikat,te uoli ito - no,sudah terlepas pengikat
karada,tombak,lau-lauroto umaleino,mereka terus mengambil tom
kanmbau,kerbau,nggiro'o - nggu,
karma,karena,inaku ni langgu - ku pomboponini,saya dipukul ka-
karapiti,gelepar,opuno ika iwoino ano -,setelah habis aimya ia
kare,kaki,anopetuha lako umului - no i Iomba,turon:pergi inenurunkan kakinya di lubang
karu,karung,inae tule 'i tumenei o - niino,siapa bisa mengangkat ka
kasai,tombak bermata tiga,ku kalikee,saya lempar dengan tombak
"kasi, kumasi'ike",jepitan,- nggiro'o tawano,jepitkan daun itu
kumasi'ikee,menjepit,ku - ·nggiro'o tawano,yang menjepit daun
"kaso, monggaso",tajam,umbe ta'awu - nggu,di mana parang panjangku
kasoro,kasur,mombuai -,menjemur
kasu,kayu,sumoru'i -,meni.bakar
"kato, mokokato",gatal,- totopdanggu tano nionggi wuluno,gatal ketiakku karena tidak ada bulunya
kawasa,kaya,amana mberanoto -,ayahnya sangat kay a
kawi,kawin,haino ariito -,adiknya
kawu-kawu,kapuk,- ronga okapa nopupui i Ani,"kapuk dan kapas keaba, mok:ea-keaba berbau frambusia: no amba peeks nggiro'o no-, yang bam naik itu berbau frambu"
keakea,burung kakatua,ronga kuluri nopiarai ipue,burung kakak tua dan burung nuri dipelihara nenek
keano,berahi,nokivi luale nggiro'o lau-launo loso - iune mbenaono,melihat gadis itu timbullah berahi
kee,nanti,- mosaa,nanti rusak
kei,kalau,- taa ku wanggu komiu,"kalau kamu biarkan saya, nanti"
kei,terhadap,o hapo sinalakinggu - nggomiu,apa kesalahanku terhadap kalian?
kei,"sama, pada",- iee iahaano numa'i,pada dia tempatnya me
"keketa, mekeketa",berkelahi,ro 1aameohai,sedang mereka berkelahi bersaudara
kumeketai,merobek,taasiito ano - saluarono,biarkan dia merobek
keki,I nanti,iamo u hiwi'i - mosa'a,jangan kausesak nanti rusak
kekohanua,merugi,nggo -,akan me
kela,labu,lau-launo mondaliako - ninahu,langsung dia mengatur labu yang dimasak
kelano,labunya,humbee-humbee mberano nolumele - sampai di,
keloro,kelor,tawa -,daun kelor
kembatea,pinesan,sanotekiiri'i kaiina-inano lau-launo -,"setelah melihat seperti ibunya, dia langsung pingsang"
"kena, mengena",sama,o pua mbeembee laano -,angin dimana-mana
keadaannya,sama,menggena-kena sama-sama: - baburo,baju mereka sama-sama mo
keni,di sini,i ali ihawi monggaa kinaa i -,kemarin Ali makan nasi 1 keno bila: =. laa te
keno,daripada,- nggo kekohamua ' malabi meamboipo marugi,"daripada malu, lebih baik rugi"
kenotaa,tanpa,- inaku ivee kioki no ehe lako,tanpa saya ia tidak
"keo, o keo",bekicot,dadio sewtuu - i kambo nggiro'o,banyak sekali bekicot di kampung itu
kepo,seandainya,- inaku umalei aku te'eni,"saya katakan, seandainya saya yang arnbil"
kepoie,apalagi,- nggiro'o nomotahato keto gumau-gau sawatu 'uo,"dia akan membohongi betul-betul, apalagi itu sudah masak:"
"kerasi, arimekerasi dia",menggigit,iepo ano me'ambo penaono kenoinelairo nokole,nanti hatinya senang apabila dia menggigit lengan
kete-kete,cerewet,ponduno i masri -,mulut Masri cerewet
keto,akan,inono kadera - telotu ito kareno,kursi ini sudah akan
keulanggi,selarna kau,- meohawai o ombu,"aukaa salama, selama kau ingat Tuhan, insya Allah kau"
ki,karni,inggarni nilanggu,"karana - pomboponini, kami dipukul kakiikii, mokiiki kii, mbekakii'ako saling melihat, berpandang-pandangan: i ali ronga i oheo - ihawi, Ali dan Oheo ber"
pandang-pandangan,kemarin,,
monggii,melihat,i inai ali,ibu
melihat,Ali,,
monggikii,melihat-lihat,"i oheo """"-! manu-manu",Oheo melihat-lihat burung
ponggii,melihat,ku - laika aha i wiwi sa/a,karni melihat rumah besar di pinggir sungai
pinokokii,dapat dilihat,i bio - i batulu,Bio dapat dilihat oleh Batulu
kumikii,S6lalu saja melihat,i ina - anano,ibu selalu saja melihat anaknya
kinikikii,dilihat-lihat,iamo - o taipe nggiro'o,jangan dilihat-lihat
"kiikii, mokiiki",melihat,ano - mombeokunahi,dia melihat dan mernilih
ponggiikii,melihat,saa tebuamu aro - atahakono mokele,"ketika engkau muncul, mereka melihat semua budak raja"
monggikii,melihat,inaku - luale,say a melihat gadis:
kumikii,melihat,ano 'amba leu - 'i,kemudian datang melihatnya
kumikii'i,melihat,inaku inau - sapi laa nigere,saya turun melihat sapi yang dipotong
kumikio,melihat,inggo 'o - toono telato i keni ihawi,kamu melihat orang yang lewat di sini kemarin
kiki,gigit,dahuno ikaa ano - hanya anjingnya yang menggigit,
mekiki,menggigit,i oheo - taipa,"lkila I halilintar: o - to imbendamoto ilaika, kalian masuk ke ru"
mah,karena ada halilintar,2 kilat,
"kila, menggila","mengkilat, berkilau",wulaamu -,"emasmu berkilau kilaa, *uknla nanti-nanti saya: - aku gua-guako, nanti-nanti saya"
kilo,kilo,o ono o - momenino,
kinaa,nasi,i ali ihawi monggaaikeni,Ali makan nasi kemarin di sini
membuatkan,bekal,tumena 'i walino - disuruhnya istrinya mem,
kinaa,motaha bekal,doi - no i bio opuito,uang bekal Bio sudah habis
mekinaa,motaha berbekal,iee - lako i ban timuru ia berbekal pergi ke Bantimurung,
mekinaa,motahakee membekali,inae - amina lako i kolaka,siapa yang membekali Aminah pergi ke Kolaka?
mekinaa,motahai membekali,inae - i bio /ako i tinanggea,siapa yang membekali Bio pergi ke Tinanggea?
mbera,kinaa motaha perbekalan,- (kinaa motahano) ana dalo nggiro 'o kadui sanggano,perbekalan anak itu cukup lengkap
"kinaputi, anokinaputi lalu",dlikat,i pewisoto ona i'une bakilandakaano -,"masuklah engkau ke dalam keranjang besar, lalu diikat mulut"
"kini, mekini mencari",kutu,- hainggu ronga banggonano,adikku dengan temannya mencari kutu
kiniku,kerbau,dadio - nigere,ba
kiniwia,sore,mohina -,besok sore
kinowu,"maskan dalam bamu, lemang",tainahu -,daging yang dimasak
kioki,1 tidak,- no ehe lako,dia tidak mau pergi
kira-kira,kira-kira,- hopulo toono lako i kita,kira-kira sepuluh orang
kire,kening,- ronga wulu mataro ana dalo nggiro 'o meambo,kening dan alis anak itu baik
kita,sana,inae i -,"siapa di sana? lkoa kian: - oleotetuhanino ambono, kian hari, kian bertambah"
koa,tiap,- hina lakono no damano,tiap hari pergi ke pekerjaannya
koa-koa,tiap-tiap,-oleo aro lako lumelau'i haino,tiap-tiap hari mereka pergi mengunjungi adiknya
"koa, koa-koano",pas-pasan,- bepano teoaso,pas-pasan kuenya satu
"koau, mokoau",rindu,- dahu,rindu
"kobo, o kobo",mangkuk,- peihiako sambalu,"peanihi, okuni, oliku ronga loio, rnangkuk yang berisi asam, garam, kunyit, lengkuas,"
kobue,mendaa kacang panjang,purundawa -,sayur kacang panjang
koburu,kabur,mendaa ito rembuno nggiro'o -,rumput kubur itu su
"koe, o koe",burung bangau,dadioi galu,banyak burung bangau di
koea,kelelawat,pundino opu nokaai -,pisangnya habis dimakan kele
koi,ranjang,ne -,di ranjang
"kokato, mokokato",gatal,tawa kowuna - dahu,daun bambu gatal
"koko, kookoko",berkokok,kokomohina o manu laa eto -,pagi-pagi
kokolea,benci,- mbupu'u,paling benci
kwitokoleai,pembenci,ana dalo nggiro'o - haino,anak itu pem-
